ID,Traditional,Simplified,Level,Pinyin,POS,Meaning,Compounds,Examples,WFreq,SFreq,MOE
174,這裏,这里,1,zhèlǐ,N,here,在這裡，從這裡，到這裡，來這裡。,這裡是我的學校。我在這兒等他，等了三十分鐘。,8975,15872,
174,這兒,这儿,1,zhèr,N,here,在這裡，從這裡，到這裡，來這裡。,這裡是我的學校。我在這兒等他，等了三十分鐘。,8975,15872,
175,知道,知道,1,zhīdào,V,"to know, to realize",,我知道這個字的意思。你知道火車站在哪裡嗎？大家都不知道這個字怎麼唸。,1488,1666,28938
176,中文,中文,1,Zhōngwén,N,Chinese language,學中文，中文名字。,會說中文的人很多。,36,38,31199
177,中午,中午,1,zhōngwǔ,N,"noon, midday",星期天中午，中午十二時，中午休息。,今天中午要去哪裡吃飯呢？,30,41,31195
178,字,字,1,zì,N,character,一個字，中文字，寫字。,我覺得中文字很難寫。我學過三百個中文字。,284,171,36737
179,走,走,1,zǒu,V,to walk / start to go / to leave,,我每天早上去公園走半個鐘頭。 / 我們走吧！ / 我明天就要走了。他走了，你明天再來找他。,545,643,37206
180,做,做,1,zuò,V,to do (something) / to make,做事，做什麼，做功課，做飯，做晚餐。,我在做功課。你在做什麼？ / 他會做麵包。,1808,3593,37549
181,坐,坐,1,zuò,V,"to sit / to ride, to take (vehicle)",坐在椅子上，坐下，坐車，坐飛機，坐公車。,我坐在椅子上看書。王小姐，請坐。 / 上個星期天我們坐火車去台南。,406,240,37459
182,昨天,昨天,1,zuótiān,N,yesterday,昨天上午。,昨天老師說，今天要考試。他昨天沒來上課。,53,84,37428
183,矮,矮,1*,ǎi,Vs,"short, low",,我小的時候很矮。我比哥哥矮一點。這張椅子太矮了。,29,13,39531
184,白,白,1*,bái,Vs,white,白色，白紙。,他喜歡穿白色的衣服。,208,167,253
185,飽,饱,1*,bǎo,Vs,full,吃不飽，吃得飽。,我中午吃了兩碗飯，我覺得很飽。我吃飽了。,17,38,729
186,包子,包子,1*,bāozi,N,steamed stuffed bun,肉包子，菜包子，一個包子。,這家店的包子很好吃。,4,2,644
187,杯子,杯子,1*,bēizi,N/M,"cup / classifier (glass, cup)",一個杯子，茶杯，咖啡杯，一杯咖啡，一杯酒，一杯茶。,桌上有一個杯子。這個杯子很貴。我有一個漂亮的茶杯。 / 睡覺前我喝了一杯牛奶。,108,118,468
187,杯,杯,1*,bēi,N/M,"cup / classifier (glass, cup)",一個杯子，茶杯，咖啡杯，一杯咖啡，一杯酒，一杯茶。,桌上有一個杯子。這個杯子很貴。我有一個漂亮的茶杯。 / 睡覺前我喝了一杯牛奶。,108,118,459
188,鼻子,鼻子,1*,bízi,N,nose,,我感冒了，鼻子不舒服。,69,31,1210
188,鼻,鼻,1*,bí,N,nose,,我感冒了，鼻子不舒服。,69,31,1201
189,筆,笔,1*,bǐ,N,"pen, pencil",一枝筆，紅筆。,這枝筆多少錢？,123,82,1249
190,比,比,1*,bǐ,Prep/V,comparative marker / to compare,,我比他高。他比我會說中文。 / 你們兩個比一比，誰高？,728,555,2978 1218 1285
191,邊,边,1*,biān,N,on edge of,左邊，右邊，路邊。,哥哥坐在我的左邊，姊姊坐在我的右邊。我站在路邊等公車。,515,454,1580
192,別,别,1*,bié,Adv,don't,別V了。,起床了，別再睡了。,306,142,1435
193,冰,冰,1*,bīng,N/V/Vs,"ice / refrigerate, freeze / icy",吃冰，冰在冰箱，冰水。,今天很熱，要不要去吃冰？ / 冰過的水果很好吃。 / 這杯水很冰。我買了一杯冰咖啡。,31,105,1737
194,病,病,1*,bìng,N/Vp,"disease, illness, sickness / get sick",一場病，一種病，病好了，病了。,他病好了，可以來上課了。 / 他昨天病了，所以沒來上課。,131,149,1829
195,不錯,不错,1*,bùcuò,Vs,"not bad, pretty good",,你的中文說得不錯。今天天氣不錯。,97,204,2283
196,菜,菜,1*,cài,N,vegetable / a dish,點菜。,他只吃菜，不吃肉。 / 今天晚餐有四個菜一個湯。,79,350,38024
197,餐廳,餐厅,1*,cāntīng,N,restaurant,一家餐廳。,學校附近有很多餐廳。那家餐廳的菜很好吃。,54,79,38126
198,長,长,1*,cháng,Vs,long,長頭髮。,這條路很長。他在台北住了很長的時間。這張桌子有多長？,434,469,30148 32100
199,唱,唱,1*,chàng,V,to sing,唱中文歌。,他唱得很好聽。,89,78,32226
200,唱歌,唱歌,1*,chànggē,V,to sing a song,會唱歌，愛唱歌。,他很喜歡唱歌。他會唱中文歌。,29,35,
201,常常,常常,1*,chángcháng,Adv,"often, frequently, usually",,我們常常去那家餐廳吃飯。,507,691,32177
201,常,常,1*,cháng,Adv,"often, frequently, usually",,我們常常去那家餐廳吃飯。,507,691,32163
202,出,出,1*,chū,V,"to go out, to come out",出來，出去。,星期天要不要出去玩？從學校出去，右邊就是公車站。,350,216,32448
203,穿,穿,1*,chuān,V,to wear,穿衣服，穿鞋子，穿上衣服。,今天她穿了一件紅色的衣服來上課。外面很冷，多穿一件衣服吧！,189,193,32791
204,床,床,1*,chuáng,N,bed,一張床，（在）床上，（在）床邊。,他在床上睡覺。,122,53,32966
205,從,从,1*,cóng,Prep,from,從……到……。,從我家到學校要走十分鐘。從昨天晚上到現在都在下雨。請你從右邊的門進去。,1948,1910,37677 37734 38453 38461
206,錯,错,1*,cuò,Vs,wrong,沒（有）錯。,這個句子是對的，沒錯。這個字，你寫錯了。,195,341,38327
207,蛋,蛋,1*,dàn,N,egg,一個蛋，雞蛋。,雞蛋很好吃。我每天吃一個蛋。,41,51,7994
208,得,得,1*,de,Ptc,"used after a verb (V, Vp, Vs) linking it to following Phrase indicating effect, degree, possibility etc.",V得Vs，做得很好。,外面的雨下得好大。那位老師教得很好。,2471,1542,7402 7458 7583
209,得,得,1*,děi,Vaux,"must, have to",得去……，得做……。,七點半了，我得去學校上課了。吃飯前得洗手。,2471,1542,7402 7458 7583
210,等,等,1*,děng,V,to wait,等公車，等他，等十五分鐘。,請你再等十分鐘，我快到了。我在學校門口等你。,1163,650,8193
211,低,低,1*,dī,Vs,low / least,,這椅子太低了，坐的時候不舒服。 / 這裡的小吃很貴，最低要一百元。,122,169,8231
212,地方,地方,1*,dìfāng,N,place / part,,教室是上課的地方。你在什麼地方學中文？ / 老師說：「有不懂的地方可以問我。」,563,1183,8411
213,店,店,1*,diàn,N,"shop, store",一間店，這家店，店裡，咖啡店。,我常常來這家店。我常常在咖啡店裡看書、喝咖啡。,73,56,8850
214,電腦,电脑,1*,diànnǎo,N,computer,一部電腦，一台電腦，打電腦，開電腦，關電腦。,他買了一台新的電腦。他在房間打電腦。,226,117,8896
215,電視,电视,1*,diànshì,N,television,一部電視，一台電視，看電視，開電視，關電視。,他看了一個小時的電視。,125,126,8981
216,電影,电影,1*,diànyǐng,N,movie,一部電影，看電影。,那部電影很好看。我喜歡看法國電影。,282,70,9023
217,懂,懂,1*,dǒng,V,to understand,懂……的意思。,我不懂這句話的意思。,133,179,9814
218,讀,读,1*,dú,V,to read / to read aloud / to study in,讀+書名，讀大學。,你在讀什麼書？ / 請你讀這個句子。 / 我明年要去台灣讀大學。,204,133,7855 9281
219,短,短,1*,duǎn,Vs,short,短頭髮，短褲。,下課時間很短，只有十分鐘。,82,75,9584
220,多久,多久,1*,duōjiǔ,N,how long,,你看了多久的書？,19,30,9394
221,餓,饿,1*,è,Vs,hungry,,我好餓，我們去吃飯吧！,41,46,39478
222,耳朵,耳朵,1*,ěrduo,N,ear,一隻耳朵。,他的耳朵很大。,57,28,39899
223,飯,饭,1*,fàn,N,cooked rice,一碗飯。,今天晚上我吃了兩碗飯。,79,113,5690
224,方便,方便,1*,fāngbiàn,Vs,convenient,,從我家坐公車到學校很方便。,54,124,5877
225,房間,房间,1*,fángjiān,N,"room, bedroom",一間房間，在房間裡。,這個房間很小，可是有兩張床。他在房間裡看書。,172,48,5974
226,房子,房子,1*,fángzi,N,"house, building",買房子，房子裡。,他買了一個很大的房子。,148,184,5979
227,非常,非常,1*,fēicháng,Adv,"very much, extraordinary",非常喜歡，非常好，非常熱。,我非常喜歡喝茶。今天天氣非常熱。這個菜非常好吃。,663,1544,5320
228,飛機,飞机,1*,fēijī,N,"aircraft, airplane",坐飛機，開飛機。,我坐飛機來台灣。,79,65,5352
229,風,风,1*,fēng,N,wind,,外面的風很大。,101,201,6096 6268
230,分鐘,分钟,1*,fēnzhōng,M,minute,三十分鐘，每分鐘。,下課休息十分鐘。,232,125,5761
231,附近,附近,1*,fùjìn,N,"neatby, neighboring",在附近，地方（的）附近。,我家在山上，附近沒有學校。學校附近有很多咖啡店。,128,152,6542
232,感冒,感冒,1*,gǎnmào,Vp,to catch cold,,他昨天感冒了，所以今天沒來上課。,24,37,16416
233,告訴,告诉,1*,gàosù,V,"to let others know, to inform, to tell",A告訴B（事）。,他告訴我一件事。他告訴我明天不上課。,546,363,16213
234,歌,歌,1*,gē,N,song,英文歌，唱歌，聽歌。,今天上課的時候，老師教我們唱英文歌。,68,57,15839
235,跟,跟,1*,gēn,Conj/Prep,and / to / with / from,A跟B。,我跟弟弟都喜歡運動。 / 我們跟老師說：「老師早！」他跟我說他明天要去台中。 / 我明天要跟同學去看電影。 / 我們跟張老師學中文。,1038,3969,16487
236,公車,公车,1*,gōngchē,N,"local bus, bus",坐公車，等公車，一輛公車。,我每天坐公車去學校。,18,34,17773
237,公園,公园,1*,gōngyuán,N,park,在公園裡，一座公園。,我有時候會去公園走走。,52,95,17823
238,功課,功课,1*,gōngkè,N,homework,做功課，寫功課。,今天老師給了我們很多功課。,43,93,17630
239,夠,够,1*,gòu,Vs,"be enough, sufficient",不夠，夠了。,你晚餐只吃一個包子，夠嗎？,209,267,16266
240,貴,贵,1*,guì,Vs,expensive,,這家餐廳太貴了，我們去別家吧！,57,96,17285
241,過,过,1*,guò,V,to cross / to pass / after / to celebrate,過馬路，過河，過五天，過兩年，過生日，過年。,過馬路的時候要看兩邊的車子。 / 過了麵包店就到學校了。 / 再過兩天就是我生日。 / 過年的時候，我們和家人一起吃飯。我的朋友給我過生日。,1712,1404,16923 17085
242,國家,国家,1*,guójiā,N,"nation, country",五個國家。,請介紹你的國家。,363,694,16993
243,還,还,1*,hái,,,,,2505,3842,19234 20761
244,還是,还是,1*,háishì,Conj/Adv,"or / still, yet",,他是老師，還是學生？你今天晚上想吃飯，還是吃麵？你要走路去學校，還是坐車去？ / 老師說了很多次，我還是不懂。,626,1030,19237
245,黑,黑,1*,hēi,Vs,black,黑色。,他今天穿黑色的衣服來上課。他有一輛黑色的車。,147,111,19332
246,紅,红,1*,hóng,Vs,red,紅花，紅色。,我的杯子是紅色的。他喝了酒以後，臉很紅。,137,139,17664 21097
247,後年,后年,1*,hòunián,N,the year after next year,,我後年就十八歲，可以學開車了。,1,0,
248,後天,后天,1*,hòutiān,N,the day after tomorrow,,他後天就要回日本了。,17,14,19566
249,畫,画,1*,huà,V/N,"to draw, to paint / picture, drawing",畫畫。,他在紙上畫了一間房子。 / 他送我一張畫。,149,229,20201
250,花,花,1*,huā,N,flower,,公園裡有很多花。,336,417,20030
250,花兒,花儿,1*,huār,N,flower,,公園裡有很多花。,336,417,
251,會,会,1*,huì,Vaux,"can, know how to / will",會不會。,你會說中文嗎？我不會開車。 / 明天會下雨嗎？他今天會不會來上課？,4147,6976,17306 18704 20611 20655
252,火車,火车,1*,huǒchē,N,train,坐火車，上火車，下火車，在火車上。,今天下午我要坐火車去台南。,58,75,20327
253,雞,鸡,1*,jī,N,chicken(s),一隻雞，雞肉，雞蛋。,他們家有二十幾隻雞。你喜歡吃雞肉嗎？,69,61,21316
254,計程車,计程车,1*,jìchéngchē,N,taxi,坐計程車，叫計程車。,今天下大雨，我只好坐計程車去上課。,24,23,21641
255,見,见,1*,jiàn,V,to see (someone),明天見，下星期見。,我們明天見。,727,293,22967 27462
256,件,件,1*,jiàn,M,classifier for events and clothes,這（一）件，每（一）件，一件事，一件衣服。,他昨天告訴我一件事。我買了一件新衣服。,563,461,22965
257,教,教,1*,jiāo,V,to teach,教中文。,他在大學教中文。老師教我們怎麼寫中文字。,193,340,22351 22525
258,教室,教室,1*,jiàoshì,N,classroom,一間教室，（在）教室裡。,老師在教室裡上課。我們上課的教室在哪裡？,64,74,22551
259,家人,家人,1*,jiārén,N,family members,,我愛我的家人。我的家人都在美國。,133,197,21850
260,介紹,介绍,1*,jièshào,V,to introduce,介紹（人）……給……，介紹（東西）……給……。,他介紹朋友給我。他跟日本朋友介紹台灣的水果。,107,173,22224
261,進,进,1*,jìn,V,"to come into, to go into",走進＋地方。,我們十點進教室。我看到老師走進學校。,163,118,23323
262,酒,酒,1*,jiǔ,N,wine,一杯酒，喝酒。,他還小，不能喝酒。,175,40,22626
263,舊,旧,1*,jiù,Vs,"used, old",,我的電腦太舊了，我想買新的。,118,59,22661
264,覺得,觉得,1*,juéde,V,to feel / to think,,我覺得很累。我覺得不太舒服。 / 我覺得這件衣服很貴。,738,2538,24188
265,句子,句子,1*,jùzi,N,sentence,兩個句子，長（的）句子。,這個句子太難了，我看不懂。,22,4,24007
266,開,开,1*,kāi,V,to open / to turn on / to set up a business,開門，開窗，開燈，開電腦，開電視，開冷氣，開店，開餐廳，開公司。,房間很熱，我們開窗吧！我到了，請開門。今天是星期天，那家餐廳沒開。 / 天氣太熱了，開冷氣吧！天黑了，開燈吧！ / 我家旁邊開了一家咖啡店。,267,344,18108
267,開車,开车,1*,kāichē,Ph,to drive,,他每天開車去學校。喝酒以後，不能開車。,54,27,18197
268,看病,看病,1*,kànbìng,V,to see a doctor / to treat patients,去醫院看病，幫人看病。,他昨天去醫院看病，所以沒來上課。 / 王醫師在看病，沒時間吃飯。,8,14,18439
269,看到,看到,1*,kàndào,Ph,to see,看得到，看不到。,你看到我的筆了嗎？從我家看得到台北101。我昨天在車站看到王老師。,659,1347,
270,看見,看见,1*,kànjiàn,Ph,saw,看得見，看不見。,外面太黑了，我看不見路。昨天我在公園裡看見他。,238,49,18456
271,考試,考试,1*,kǎoshì,N/V,"examination, test / to examine, to test",英文考試，中文考試。,昨天的考試不太難。今天下午有中文考試。 / 明天要考試。,56,62,18276
272,可是,可是,1*,kěshì,Conj,"but, yet, however",,我想去公園走走，可是下雨了。,525,1353,18007
273,課,课,1*,kè,N/M,"class, course / lesson in a textbook",上中文課。,我今天沒課。我下午要上中文課。 / 這本英文課本一共有十二課。我們今天上第三課。,61,93,18089
274,空氣,空气,1*,kōngqì,N,air,,山上的空氣很好。,77,241,18927
275,快,快,1*,kuài,Vs,fast,,他說話說得很快，我常常聽不懂。,479,531,18673
276,快樂,快乐,1*,kuàilè,Vs,happy,快樂的人，快樂的事。,學中文是一件很快樂的事。,227,194,18682
277,筷子,筷子,1*,kuàizi,N,chopsticks,一雙筷子。,那個孩子還小，不會用筷子。,10,73,18699
277,筷,筷,1*,kuài,N,chopsticks,一雙筷子。,那個孩子還小，不會用筷子。,10,73,18698
278,累,累,1*,lèi,Vs,tired,,上了一天的課，好累啊！,53,121,13366 13401
279,裡,里,1*,lǐ,N,"interior, inside",屋子裡，車裡。,他在房間裡看書。教室裡有很多學生。,2558,1463,14061
279,裏,里,1*,lǐ,N,"interior, inside",屋子裡，車裡。,他在房間裡看書。教室裡有很多學生。,2558,1463,
